OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
1092,75217,UF2019-0706,57759,05/23/2019,1:30 AM,10038,Male,Black,11/11/2009,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Arrest,NULL,No,900,Carbona,NULL,Dr.,900 Carbona Dr.,58654,White,Male,false,No injuries noted or visible,true,Unknown,Evading Arrest,D5,2200,336,330,SOUTHEAST,2524507.847,6952246.131,POINT (-96.691842 32.727281),5,3
2243,75247,UF2019-1349,"61194, 61195",10/07/2019,4:12 PM,10116,Male,White,01/20/2010,false,No injuries noted or visible,false,Arrest,"Verbal Command, Foot Pursuit",Arrest,NULL,"No, Yes",8150,Stemmons,N,Frwy.,8150 N Stemmons Frwy.,60231,Black,Male,false,No injuries noted or visible,true,None detected,"Warrant/Hold, Evading Arrest",D6,3091,513,510,NORTHWEST,2468850.864,6986473.7,POINT (-96.871107 32.824511),6,3
2915,75238,UF2019-1789,"60652, 60653",09/20/2019,9:08 PM,11420,Male,Black,10/28/2015,false,No injuries noted or visible,false,Service Call,"Weapon display at Person, Taser Display at Person",Detention/Frisk,NULL,"Yes, Yes",9711,Plano,NULL,Rd.,9711 Plano Rd.,55262,Black,Male,false,No injuries noted or visible,true,Agitated,Assault,D10,1071,248,240,NORTHEAST,2520864.56,7007655.219,POINT (-96.700531 32.879457),9,3
1942,75219,UF2019-1205,"59247, 59248",07/07/2019,5:40 AM,11481,Male,Black,02/21/2018,false,No injuries noted or visible,false,Arrest,"Foot Pursuit, Take Down - Body",Other,NULL,"Yes, Yes",4331,Maple,NULL,Ave.,4331 Maple Ave.,59213,Black,Male,false,No injuries noted or visible,true,None detected,"Theft, Resisting Arrest, Resisting Search and Transport",D2,3118,517,510,NORTHWEST,2484497.836,6981583.436,POINT (-96.820053 32.809328),2,3
1022,75224,UF2019-0659,55645,02/28/2019,11:30 AM,6009,Male,Black,04/12/1989,false,No injuries noted or visible,false,Service Call,Feet/Leg/Knee Strike,Active Aggression,NULL,Yes,3212,Nicholson,NULL,Dr.,3212 Nicholson Dr.,57661,White,Male,true,Non-Visible Injury/Pain,true,Mentally unstable,Assault/Public Servant,D4,4239,445,440,SOUTHWEST,2478224.312,6946042.045,POINT (-96.842646 32.712145),4,3
1708,75208,UF2019-1060,59234,07/20/2019,12:42 AM,11484,Male,White,02/21/2018,false,No injuries noted or visible,false,Traffic Stop,Take Down - Body,Other,NULL,Yes,1500,Clinton,N,Ave.,1500 N Clinton Ave.,59334,White,Male,true,Abrasion/Scrape,true,Unknown,"Evading Arrest, Drug Possession - Felony, Other Misdemeanor Arrest",D1,4082,412,410,SOUTHWEST,2478398.933,6964856.129,POINT (-96.841166 32.765938),6,3
384,75220,UF2019-0242,56030,03/18/2019,3:38 AM,11317,Male,White,05/17/2017,false,No injuries noted or visible,false,Arrest,Weapon display at Person,Arrest,NULL,Yes,3052,Northwest,W,Hwy.,3052 W Northwest Hwy.,57836,Hispanic,Male,false,No injuries noted or visible,true,Poor hygiene,Burglary of a Vehicle,D6,3068,522,520,NORTHWEST,2469216.261,6997909.385,POINT (-96.869212 32.85506900000001),6,3
486,75202,UF2019-0315,"55614, 55618, 55622",02/28/2019,8:11 PM,11260,Male,Black,01/11/2017,false,No injuries noted or visible,false,Arrest,"Handcuffing Take Down, Verbal Command, Held Suspect Down",Arrest,NULL,"Yes, Yes, Yes",205,lamar,S,St.,205 S lamar St.,57656,Black,Male,false,Laceration/Cut,true,Unknown Drugs,Public Intoxication,D14,2071,133,130,CENTRAL,2489689.079,6970448.413,POINT (-96.803969 32.7785),12,3
1890,75235,UF2019-1171,"59576, 59577",07/31/2019,6:15 PM,8908,Male,Hispanic,08/11/2006,true,Abrasion/Scrape,false,Arrest,"Hand Controlled Escort, Taser Display at Person",Active Aggression,NULL,"No, No",8600,Harry Hines,NULL,Blvd.,8600 Harry Hines Blvd.,59457,Black,Male,true,Abrasion/Scrape,true,Unknown Drugs,"Resisting Arrest, DWI",D2,3080,522,520,NORTHWEST,2470488.723,6991477.554,POINT (-96.86649000000001 32.838155),2,3
2265,75216,UF2019-1364,"59890, 59891, 59892",08/16/2019,7:45 AM,8556,Male,White,09/24/2004,false,No injuries noted or visible,false,Service Call,"Verbal Command, Handcuffing Take Down, Held Suspect Down",Arrest,NULL,"No, Yes, Yes",1130,Ledbetter,E,Rd.,1130 E Ledbetter Rd.,59644,Black,Male,false,No injuries noted or visible,true,Unknown,"Warrant/Hold, Resisting Arrest",D3,4333,751,750,SOUTH CENTRAL,2489478.176,6935330.557,POINT (-96.806406 32.682158),3,3
417,75217,UF2019-0268,"55870, 55871, 55872, 55873, 55878",03/11/2019,6:00 PM,11252,Male,White,12/28/2016,false,No injuries noted or visible,false,Service Call,"Feet/Leg/Knee Strike, Take Down - Body, Pressure Points, Verbal Command, Foot Pursuit",Active Aggression,NULL,"Yes, Yes, Yes, No, Yes",2034,Lewiston,NULL,Ave.,2034 Lewiston Ave.,57770,Black,Male,true,"Abrasion/Scrape, Non-Visible Injury/Pain",true,Unknown Drugs,"Assault/Public Servant, Resisting Arrest, Evading Arrest, Man/Del/Dangerous Drug, Drug Possession - Misdemeanor, Other Felony Arrest",D5,1256,328,320,SOUTHEAST,2536996.021,6960021.293,POINT (-96.650776 32.747925),5,3
844,75226,UF2019-0547,"57559, 57560",05/12/2019,2:13 AM,11146,Female,Hispanic,02/24/2016,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Group",Danger to self or others,NULL,"No, Yes",2800,Elm,NULL,St.,2800 Elm St.,18946,Black,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,"Public Intoxication, Disorderly Conduct",D2,2066,153,150,CENTRAL,2495971.013,6972719.986,POINT (-96.78361 32.784654),2,3
1637,75212,UF2019-1013,"59069, 59070",07/12/2019,6:25 PM,11004,Male,Black,03/25/2015,false,No injuries noted or visible,false,Other ( In Narrative),"Foot Pursuit, Hand Controlled Escort",Detention/Frisk,NULL,"Yes, Yes",1900,Toronto,NULL,St.,1900 Toronto St.,46299,Black,Male,false,No injuries noted or visible,true,Unknown,"Evading Arrest, Resisting Arrest, Man/Del/Dangerous Drug, Other Misdemeanor Arrest",D6,4044,423,420,SOUTHWEST,2474956.286,6970462.084,POINT (-96.852245 32.779436),6,3
116,75228,UF2019-0075,"54912, 54913",01/27/2019,5:30 PM,9215,Male,Black,09/05/2007,false,No injuries noted or visible,false,Service Call,"Held Suspect Down, Verbal Command",Detention/Frisk,NULL,"Yes, Yes",3105,Peavy,NULL,Rd.,3105 Peavy Rd.,57057,Black,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,D7,1177,223,220,NORTHEAST,2525965.226,6981755.123,POINT (-96.685499 32.807955),7,3
2225,75215,UF2019-1338,"60786, 61976",09/24/2019,4:10 AM,11485,Female,White,02/21/2018,false,No injuries noted or visible,false,Arrest,"Feet/Leg/Knee Strike, BD - Grabbed",Arrest,NULL,"Yes, Yes",1400,Lamar,S,St.,1400 S Lamar St.,60079,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Assault,D2,2123,151,150,CENTRAL,2492356.583,6966513.775,POINT (-96.79509200000001 32.767362),2,3
2323,75211,UF2019-1395,"58312, 58313, 58314",06/15/2019,1:50 AM,10748,Male,White,01/29/2014,false,No injuries noted or visible,false,Arrest,"Taser, Verbal Command, Foot Pursuit",Arrest,1,"No, No, Yes",3511,Davis,W,St.,3511 W Davis St.,5891548506,Black,Male,true,No injuries noted or visible,true,Unknown,"Evading Arrest, No Arrest",D3,4544,416,410,SOUTHWEST,2467374.018,6959526.503,POINT (-96.877104 32.749591),3,3
2734,75231,UF2019-1659,61647,11/02/2019,6:45 PM,11392,Male,White,09/20/2017,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Detention/Frisk,NULL,Yes,7152,FAIR OAKS,NULL,Ave.,7152 FAIR OAKS Ave.,605076050860509,Hispanic,Male,false,No injuries noted or visible,false,None detected,Warrant/Hold,D13,4527,217,210,NORTHEAST,2503597.375,7005280.181,POINT (-96.75787700000001 32.873098),11,3
1035,75229,UF2019-0667,57941,04/09/2019,12:54 AM,10855,Male,White,08/13/2014,false,No injuries noted or visible,false,Arrest,BD - Grabbed,Danger to self or others,NULL,Yes,2615,Royal,NULL,Ln.,2615 Royal Ln.,55101,Hispanic,Male,false,No injuries noted or visible,true,Mentally unstable,APOWW,D6,3004,551,550,NORTHWEST,2462524.759,7012496.529,POINT (-96.89039 32.895419),6,3
1107,75229,UF2019-0717,57861,05/28/2019,8:08 PM,11010,Male,Black,04/22/2015,false,No injuries noted or visible,false,Arrest,Joint Locks,Active Aggression,NULL,Yes,10240,MARSH,NULL,Ln.,10240 MARSH Ln.,58712,Hispanic,Male,true,Bruise,true,Alchohol and unknown drugs,APOWW,D13,3036,554,550,NORTHWEST,2473110.281,7009038.694,POINT (-96.856069 32.886109),11,3
927,75237,UF2019-0600,57405,05/11/2019,10:00 AM,8645,Female,Black,05/20/2005,false,No injuries noted or visible,false,Service Call,Taser Display at Person,Weapon Display,NULL,Yes,7501,CHESTERFIELD,NULL,Dr.,7501 CHESTERFIELD Dr.,51888,Black,Male,false,No injuries noted or visible,true,Agitated,Assault/FV,D8,4360,744,740,SOUTH CENTRAL,2470179.542,6925418.523,POINT (-96.869794 32.656322),8,3
2929,75215,UF2019-1797,"62510, 62511, 62512",12/10/2019,5:57 PM,10220,Female,White,08/18/2010,false,No injuries noted or visible,false,Service Call,"BD - Grabbed, Verbal Command, BD - Pushed",Active Aggression,NULL,"Yes, No, No",2615,Lenway,NULL,St.,2615 Lenway St.,60931,Black,Male,false,No injuries noted or visible,true,None detected,Other Misdemeanor Arrest,D7,2143,345,340,SOUTHEAST,2501226.127,6965290.224,POINT (-96.766595 32.764182),7,3
1390,75241,UF2019-0877,"58377, 58378, 58379, 58380",06/16/2019,6:38 AM,11332,Male,White,05/31/2017,false,No injuries noted or visible,false,Arrest,"Verbal Command, Joint Locks, Hand Controlled Escort, Held Suspect Down",Other,NULL,"No, Yes, Yes, Yes",1999,Camp Wisdom,E,Rd.,1999 E Camp Wisdom Rd.,36322,Black,Male,false,No injuries noted or visible,true,Agitated,"Robbery, Resisting Arrest, Fail to ID, Other Felony Arrest",D8,4354,735,730,SOUTH CENTRAL,2495462.226,6928463.714,POINT (-96.788319 32.66308),8,3
1599,75210,UF2019-0991,"56474, 56475",04/06/2019,6:30 PM,10825,Female,Hispanic,09/09/2015,false,No injuries noted or visible,false,Arrest,"Verbal Command, BD - Grabbed",Arrest,NULL,"Yes, Yes",3600,Reese,NULL,Dr.,3600 Reese Dr.,58064,Black,Female,true,"Redness/Swelling, Treated by DFD",true,None detected,"Unauthorize Use Vehicle, Evading Arrest, Fail to ID",D7,2149,313,310,SOUTHEAST,2509074.188,6964017.474,POINT (-96.7414 32.760144),7,3
2509,75230,UF2019-1521,"61847, 61848",10/20/2019,12:04 AM,10894,Female,Hispanic,08/13/2014,false,No injuries noted or visible,false,Call for Cover,"Held Suspect Down, Take Down - Arm",Danger to self or others,NULL,"Yes, No",7777,FOREST,NULL,Ln.,7777 FOREST Ln.,60372,White,Male,false,No injuries noted or visible,true,Agitated,APOWW,D11,8822,651,650,NORTH CENTRAL,2498620.069,7018196.567,,,
985,75243,UF2019-0632,"56826, 56827",04/13/2019,4:12 AM,11255,Male,Hispanic,12/28/2016,false,No injuries noted or visible,false,Call for Cover,"Take Down - Group, Held Suspect Down",Arrest,NULL,"Yes, Yes",11700,Audelia,NULL,Rd.,11700 Audelia Rd.,58218,Black,Male,false,No injuries noted or visible,true,NULL,"Assault/FV, Resisting Arrest",D10,1042,257,250,NORTHEAST,2515456.227,7018001.647,POINT (-96.71764 32.908554),9,3
960,75246,UF2019-0618,"57573, 57574, 57575",05/18/2019,3:29 AM,10610,Male,White,08/14/2013,false,No injuries noted or visible,false,Arrest,"Verbal Command, Handcuffing Take Down, Verbal Command",Arrest,NULL,"No, Yes, Yes",4500,Junius,NULL,St.,4500 Junius St.,58592,Black,Male,false,No injuries noted or visible,true,Alchohol,"Resisting Arrest, Drug Possession - Misdemeanor",D2,2029,114,110,CENTRAL,2499322.093,6976843.822,POINT (-96.772299 32.795946),2,3
1705,75249,UF2019-1058,58983,07/08/2019,7:45 PM,11518,Male,White,05/16/2018,false,No injuries noted or visible,false,Arrest,Hand Controlled Escort,Arrest,NULL,Yes,8464,WIDGEON,NULL,Way,8464 WIDGEON Way,59211,Hispanic,Male,false,No injuries noted or visible,true,Alchohol,Assault/FV,D3,8808,436,430,SOUTHWEST,2437194.059,6925319.929,POINT (-96.977343 32.656748),3,3
1298,75235,UF2019-0819,"58732, 58733",06/28/2019,5:57 PM,11021,Female,Hispanic,05/20/2015,false,No injuries noted or visible,false,Arrest,"Pressure Points, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes",2333,Mockingbird,W,Ln.,2333 W Mockingbird Ln.,59075,Hispanic,Male,true,Abrasion/Scrape,true,Mentally unstable,APOWW,D2,3092,513,510,NORTHWEST,2476194.51,6987470.479,POINT (-96.847066 32.826051),2,3
650,75233,UF2019-0433,"56210, 56211, 56216",03/23/2019,6:12 PM,11156,Male,White,03/09/2016,false,No injuries noted or visible,false,Arrest,"Verbal Command, Take Down - Arm, Hand Controlled Escort",Arrest,NULL,"No, Yes, Yes",3017,Larkspur,NULL,Ln.,3017 Larkspur Ln.,57935,Hispanic,Male,false,"Abrasion/Scrape, Injured prior to contact",true,Alchohol and unknown drugs,Burglary/Habitation,D3,4289,455,450,SOUTHWEST,2469950.303,6940409.146,POINT (-96.870187 32.696955),3,3
1252,75230,UF2019-0790,58840,06/16/2019,9:19 AM,8940,Male,White,09/27/2006,false,No injuries noted or visible,false,Crime in Progress,Foot Pursuit,Arrest,NULL,Yes,6800,Brookshire,NULL,Dr.,6800 Brookshire Dr.,59131,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Deadly Conduct, Crim Trespass/Bldg/Prop",D13,1051,652,650,NORTH CENTRAL,2493928.912,7010760.136,POINT (-96.788411 32.889333),11,3
2761,75243,UF2019-1669,"59001, 59002",07/09/2019,2:42 AM,11400,Male,White,09/20/2017,false,No injuries noted or visible,false,Service Call,"Foot Pursuit, Weapon display at Person",Other,NULL,"No, Yes",9147,Skillman,NULL,St.,9147 Skillman St.,59216,Black,Male,false,Injured prior to contact,true,None detected,"Evading Arrest, Warrant/Hold, Other Misdemeanor Arrest",D10,1042,257,250,NORTHEAST,2515873.268,7015770.886,POINT (-96.717065 32.902178),9,3
781,75287,UF2019-0511,56310,03/30/2019,4:00 PM,9096,Male,White,04/04/2007,false,No injuries noted or visible,false,Other ( In Narrative),BD - Grabbed,Danger to self or others,NULL,Yes,3632,Eden,NULL,Dr.,3632 Eden Dr.,57987,Black,Male,false,No injuries noted or visible,false,Unknown Drugs,No Arrest,D12,6059,613,610,NORTH CENTRAL,2473406.873,7047385.958,POINT (-96.852598 32.990685),14,3
636,75223,UF2019-0421,"56588, 56589",04/10/2019,4:11 PM,11456,Male,White,02/07/2018,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort",Arrest,NULL,"No, Yes",5200,Terry,NULL,St.,5200 Terry St.,58147,Hispanic,Female,false,No injuries noted or visible,true,Agitated,"Resisting Arrest, Assault",D2,1210,113,110,CENTRAL,2503831.494,6976568.375,POINT (-96.757833 32.794853),2,3
624,75216,UF2019-0414,56506,04/07/2019,4:45 PM,11289,Male,Hispanic,03/08/2017,false,No injuries noted or visible,false,Arrest,Pressure Points,Arrest,NULL,No,1800,Alabama,NULL,Ave.,1800 Alabama Ave.,57229,Black,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,"Theft, Warrant/Hold",D4,4178,713,710,SOUTH CENTRAL,2485337.912,6951035.767,POINT (-96.819265 32.725586),4,3
1369,75228,UF2019-0866,"59572, 59573",06/03/2019,11:44 PM,11046,Male,White,07/01/2015,false,No injuries noted or visible,false,Service Call,"Weapon display at Person, Verbal Command",Arrest,NULL,"Yes, Yes",11760,Ferguson,NULL,Rd.,11760 Ferguson Rd.,5877359567,NULL,Male,false,No injuries noted or visible,true,None detected,No Arrest,D9,1132,228,220,NORTHEAST,2536678.324,6999039.025,POINT (-96.649175 32.855492),13,3
1250,75230,UF2019-0790,58838,06/16/2019,9:19 AM,10170,Male,White,06/09/2010,false,No injuries noted or visible,false,Crime in Progress,Foot Pursuit,Arrest,NULL,Yes,6800,Brookshire,NULL,Dr.,6800 Brookshire Dr.,59131,Hispanic,Male,false,No injuries noted or visible,true,None detected,"Deadly Conduct, Crim Trespass/Bldg/Prop",D13,1051,652,650,NORTH CENTRAL,2493928.912,7010760.136,POINT (-96.788411 32.889333),11,3
1297,75235,UF2019-0819,58731,06/28/2019,5:57 PM,11019,Female,White,05/20/2015,false,No injuries noted or visible,false,Arrest,Held Suspect Down,Arrest,NULL,Yes,2333,Mockingbird,W,Ln.,2333 W Mockingbird Ln.,59074,Hispanic,Male,true,Abrasion/Scrape,true,Mentally unstable,APOWW,D2,3092,513,510,NORTHWEST,2476194.51,6987470.479,POINT (-96.847066 32.826051),2,3
1412,75228,UF2019-0887,"58926, 58927",07/02/2019,7:24 AM,11250,Male,White,12/28/2016,false,No injuries noted or visible,false,Arrest,"Verbal Command, Held Suspect Down",Danger to self or others,NULL,"No, Yes",12670,Northwest,E,Hwy.,12670 E Northwest Hwy.,37431,Black,Female,false,No injuries noted or visible,true,Agitated,"Warrant/Hold, Resisting Arrest",D9,1102,227,220,NORTHEAST,2532374.365,7002193.323,POINT (-96.663252 32.864015),13,3
1089,75203,UF2019-0703,"57354, 57355, 57356",05/09/2019,12:30 AM,8525,Male,White,07/30/2004,false,No injuries noted or visible,false,Arrest,"Verbal Command, Held Suspect Down, Hand Controlled Escort",Arrest,NULL,"No, Yes, Yes",1200,Morrell,NULL,Ave.,1200 Morrell Ave.,29156,Black,Male,true,Laceration/Cut,true,Unknown Drugs,"Warrant/Hold, Resisting Search and Transport",D4,4171,714,710,SOUTH CENTRAL,2489108.479,6956030.827,POINT (-96.806411 32.739147),4,3
290,75217,UF2019-0188,55379,02/15/2019,10:10 PM,11086,Male,Asian,09/23/2015,false,No injuries noted or visible,false,Service Call,BD - Grabbed,Arrest,NULL,Yes,7947,Tillman,NULL,St.,7947 Tillman St.,57552,Black,Male,true,Abrasion/Scrape,false,Alchohol,No Arrest,D5,1250,332,330,SOUTHEAST,2526408.995,6958513.514,POINT (-96.684812 32.744092),5,3
740,75235,UF2019-0489,57015,04/28/2019,2:29 AM,11454,Male,American Ind,02/07/2018,false,No injuries noted or visible,false,Warrant Execution,Held Suspect Down,Arrest,NULL,Yes,5200,Harry Hines,NULL,Blvd.,5200 Harry Hines Blvd.,58347,Black,Male,false,Injured prior to contact,true,None detected,DWI,D2,3101,541,540,NORTHWEST,2479435.795,6982299.278,POINT (-96.836981 32.811798),2,3
644,75237,UF2019-0430,"55730, 55731, 55732, 55733",03/04/2019,7:22 PM,10540,Male,Hispanic,05/08/2013,false,No injuries noted or visible,false,Suspicious Activity,"Verbal Command, Weapon display at Person, Taser Display at Person, Held Suspect Down",Detention/Frisk,NULL,"Yes, Yes, Yes, Yes",4343,CAMP WISDOM,W,Rd.,4343 W CAMP WISDOM Rd.,57701,Black,Male,false,No injuries noted or visible,true,Mentally unstable,Crim Trespass/Bldg/Prop,D3,4548,452,450,SOUTHWEST,2463903.525,6927605.66,POINT (-96.889935 32.662019),3,3
1951,75210,UF2019-1212,59786,08/10/2019,10:45 PM,10521,Male,White,04/10/2013,true,No injuries noted or visible,false,Traffic Stop,Foot Pursuit,Detention/Frisk,NULL,No,3400,Borich,NULL,St.,3400 Borich St.,59580,Black,Male,false,No injuries noted or visible,false,None detected,No Arrest,D7,2138,346,340,SOUTHEAST,2505057.088,6966871.735,POINT (-96.753977 32.768444),7,3
29,75202,UF2019-0018,"54703, 54704, 54705, 54706, 54707",01/19/2019,5:30 PM,11223,Male,White,09/21/2016,true,Redness/Swelling,false,Crowd Control,"Verbal Command, Hand/Arm/Elbow Strike, Take Down - Body, Held Suspect Down, Verbal Command",Arrest,NULL,"No, No, Yes, Yes, Yes",800,Lamar,S,St.,800 S Lamar St.,55334,White,Male,false,Non-Visible Injury/Pain,true,Agitated,Disorderly Conduct,D2,2086,135,130,CENTRAL,2490279.672,6968343.802,POINT (-96.802211 32.773016),2,3
2795,75243,UF2019-1691,61995,11/15/2019,6:33 AM,7701,Male,Hispanic,09/18/1998,false,No injuries noted or visible,false,Arrest,K-9 Deployment,Arrest,NULL,Yes,9780,Walnut,NULL,St.,9780 Walnut St.,60371,Black,Male,true,"Bite, Puncture, Abrasion/Scrape, Treated by DFD",true,None detected,Burglary/Building,D10,9602,254,250,NORTHEAST,2515081.247,7023403.085,POINT (-96.718843 32.923267),9,3
1987,75201,UF2019-1232,"60897, 61028",09/27/2019,1:16 AM,8703,Male,White,08/31/2005,false,No injuries noted or visible,false,Arrest,"Take Down - Arm, BD - Grabbed",Other,NULL,"Yes, Yes",400,Cesar Chavez,S,Blvd.,400 S Cesar Chavez Blvd.,60133,White,Female,false,No injuries noted or visible,true,Alchohol,Public Intoxication,D2,2077,135,130,CENTRAL,2493951.677,6971275.03,POINT (-96.790242 32.780885),2,3
602,75217,UF2019-0401,56430,04/03/2019,9:10 AM,11468,Male,Hispanic,02/21/2018,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Danger to self or others,NULL,Yes,2051,BUCKNER,S,Blvd.,2051 S BUCKNER Blvd.,58038,White,Male,false,No injuries noted or visible,true,Agitated,"Assault, Other Felony Arrest, Criminal Mischief",D5,1250,332,330,SOUTHEAST,2527093.529,6959800.377,POINT (-96.682959 32.748178),5,3
2293,75228,UF2019-1379,"61224, 61225",10/12/2019,4:21 PM,11051,Male,Hispanic,07/15/2015,false,No injuries noted or visible,false,Traffic Stop,"Verbal Command, Foot Pursuit",Detention/Frisk,NULL,"No, Yes",1615,John West,NULL,Rd.,1615 John West Rd.,60284,Black,Male,false,No injuries noted or visible,true,None detected,"Evading Arrest, Warrant/Hold",D7,1177,223,220,NORTHEAST,2524997.021,6981378.413,POINT (-96.688609 32.807094),7,3
978,75220,UF2019-0629,"57743, 57744, 57745, 57746, 57747",05/21/2019,5:55 PM,11149,Male,White,02/24/2016,false,No injuries noted or visible,false,Arrest,"Verbal Command, Foot Pursuit, Held Suspect Down, Joint Locks, Pressure Points",Arrest,NULL,"No, Yes, Yes, Yes, No",10110,Harry Hines,NULL,Blvd.,10110 Harry Hines Blvd.,58637,White,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,"Evading Arrest, Disorderly Conduct, Resisting Arrest, Assault/Public Servant",D6,3057,521,520,NORTHWEST,2465708.212,6999807.91,POINT (-96.880678 32.86006),6,3
